Unit MaStR Number,Postal Code,Longitude,Latitude,Gross Power (kW),Net Rated Power (kW),Generation MaStR Number,Name of Wind Farm,Location,Hub Height (m),Rotor Diameter (m),EEG MaStR Number,Date of Final Decommissioning,North Sea Cluster,Baltic Sea Cluster
SEE923888386533,59269,8.102861,51.798922,5700,5700,SGE993145986196,Windpark Hesselertal GmbH ??? Co. KG,888,125.4,149.1,,,,
SEE916374046943,59269,8.087987,51.794674,4800,4800,SGE993145986196,Windpark Hesselertal GmbH ??? Co. KG,888,110,133.2,,,,
SEE906128616751,59269,8.092378,51.804837,5700,5700,SGE993145986196,Windpark Hesselertal GmbH ??? Co. KG,888,125.4,149.1,,,,
SEE986377935957,59269,8.096575,51.802281,5700,5700,SGE993145986196,Windpark Hesselertal GmbH ??? Co. KG,888,125.4,149.1,,,,
SEE930308655520,17126,13.351266,53.889514,5000,5000,SGE934506183434,V??lschow Ost,888,155,147,,,,
SEE950687973404,36132,9.715705,50.775884,7200,7200,SGE909458080667,Buchenau II,888,169,162,,,,
SEE999887403069,29587,10.476832,53.027863,6200,6200,SGE955873128682,B??rgerwindpark Vinstedt,888,122,162,,,,
SEE966808343605,36132,9.718287,50.767586,7200,7200,SGE943962410343,Buchenau II,888,169,162,,,,
SEE907046330422,36132,9.738487,50.791444,7200,7200,SGE952035969701,Buchenau II,888,169,162,,,,
SEE987123007973,36132,9.729321,50.788678,7200,7200,SGE931325959943,Buchenau II,888,169,162,,,,
SEE957674511267,36132,9.729168,50.785225,7200,7200,SGE955950342734,Buchenau II,888,169,162,,,,
SEE974880762269,33014,9.083108,51.648232,5000,5000,SGE905761253347,BW Dringenberg,888,155.1,147,,,,
SEE939240640854,36132,9.740215,50.780488,7200,7200,SGE975865625852,Buchenau II,888,169,162,,,,
SEE946136478958,36132,9.740286,50.784993,7200,7200,SGE993608519558,Buchenau II,888,169,162,,,,
SEE910614950656,29576,10.483133,53.026359,6200,6200,SGE914836489338,B??rgerwindpark Vinstedt,888,122,162,,,,
SEE934621202393,29576,10.490969,53.027582,6200,6200,SGE945047942336,B??rgerwindpark Vinstedt,888,122,162,,,,
SEE974635233655,24616,9.809182,53.979418,250,250,,,888,30,30,,,,
SEE976623535888,41812,6.315648,51.01719,5000,5000,SGE991409012544,WP L??venich-Linnich,888,132,147,,,,
SEE909487521582,41812,6.313923,51.01447,5000,5000,SGE958661172744,WP L??venich-Linnich,888,132,147,,,,
SEE998888200127,63768,,,3.5,3.5,,"Antaris 3,5 kW",888,10,3.5,EEG957260667699,,,
SEE902465154611,96365,,,0.6,0.6,,Skywind,888,10,1.5,,,,
SEE958194402059,74523,,,1,1,,Hausdach,888,8,1.5,EEG987871793487,,,
SEE989502789760,18196,,,1,1,,,888,8,1.5,,,,
SEE961139452705,26736,,,29.8,29.8,SGE955003453318,Hofstelle Hagena,888,42.8,13.72,EEG903116940836,,,
SEE941394733399,23730,10.865672,54.155833,3450,3450,,Windpark Krummbek,888,91.5,117,,,,
SEE941198373050,23730,10.856708,54.150596,3450,3450,,Windpark Krummbek,888,91.5,117,,,,
SEE977939527802,23730,10.86592,54.152494,6000,6000,,Windpark Krummbek,888,125,150,,,,
SEE974392593788,23730,10.870856,54.151249,6000,6000,,Windpark Krummbek,888,105,150,,,,
SEE930146517424,52457,6.308329,50.885205,5500,5500,SGE926454552691,Aldenhoven-Pattern,888,120.9,158,,,,
SEE907643809055,52457,6.309476,50.889486,5500,5500,SGE926454552691,Aldenhoven-Pattern,888,120.9,158,,,,
SEE942601105640,26607,7.607703,53.492585,2300,2300,SGE931408994069,K??nigsmoor IV,888,85,71,,,,
SEE985385536781,26607,7.613807,53.4968,2300,2300,SGE931408994069,Windpark K??nigsmoor IV,888,64,71,,,,
SEE942688703258,26607,7.598935,53.486019,2300,2300,SGE931408994069,Windpark K??nigsmoor IV,888,85,71,,,,
SEE930121554093,26607,7.604944,53.488013,2300,2300,SGE931408994069,Windpark K??nigsmoor IV,888,64,71,,,,
SEE982507931813,26607,7.599481,53.48181,2300,2300,SGE931408994069,Windpark K??nigsmoor IV,888,64,71,,,,
SEE952335374366,26607,7.604834,53.483571,2300,2300,SGE931408994069,Windpark K??nigsmoor IV,888,64,71,,,,
SEE955341358986,27639,,,2,2,,Neufeld 1,888,11,4,EEG935775412539,,,
SEE907461190045,82041,,,30,30,,Kitekraft Demonstrator bis 30kW Oberbiberg,888,,,EEG952304848577,,,
SEE905577679003,26556,,,1,1,,,888,7.8,1.5,EEG959547930885,,,
SEE971073708127,91738,,,1,1,,H??hnerstall,888,9.5,1.5,EEG989242794017,,,
SEE929788279838,95352,,,2,2,,,888,12,1.5,,,,
SEE924198629396,15848,14.245207,52.237396,6000,6000,SGE906632529059,Windpark G??rzig,888,169,162,,,,
SEE914905346890,9128,,,0.6,0.6,,80-MikroWEA,888,2.5,0.8,EEG995322250533,,,
SEE930225630716,31547,9.152332,52.473318,4260,4260,SGE942774526501,Windpark Leese-Loccum,888,110.24,138.25,,,,
SEE976698200629,31547,9.145929,52.473641,4260,4260,SGE942774526501,Windpark Leese-Loccum,888,110.24,138.25,,,,
SEE949957752740,31547,9.142786,52.476054,4260,4260,SGE942774526501,Windpark Leese-Loccum,888,110.24,138.25,,,,
SEE996582132454,99610,11.189381,51.093947,4200,4200,SGE977651178115,Vogelsberg,888,166,150,,,,
SEE948314821945,17291,13.947193,53.259388,7200,7200,SGE933717456757,M?? Matthesh??he,888,169,162,,,,
SEE951453033681,46342,,,0.8,0.8,,Aufdachanlage,888,12,1.5,EEG957930982442,,,
SEE944775753108,19086,11.47578,53.53781,5600,5600,SGE994704835887,Plate I,888,148,150,,,,
SEE905801794427,19086,11.48181,53.53889,5600,5600,SGE971822090220,Plate I,888,148,150,,,,
SEE940340113858,19086,11.48076,53.53531,5600,5600,SGE919508599919,Plate I,888,148,150,,,,
SEE994469261983,15345,13.942204,52.482451,6200,6200,SGE979116818673,WP Zinndorf WEA 01,888,165,170,,,,
SEE931208588833,24996,,,1,1,,Bloxberg,888,9,1.5,EEG931323718658,,,
SEE934617116260,7937,12.025254,50.561795,4800,4800,SGE937468867206,Windpark Allrichberg,888,125.4,133.2,,,,
SEE903017049164,7937,12.024185,50.564512,5700,5700,SGE937468867206,Windpark Allrichberg,888,164,149.1,,,,
SEE944045215091,7937,12.024135,50.566592,5700,5700,SGE937468867206,WP Allrichberg,888,164,149.1,,,,
SEE929134210942,7937,12.025891,50.572843,4800,4800,SGE937468867206,WP Allrichberg,888,125.4,133.2,,,,
SEE950358952974,7937,12.023489,50.570629,5700,5700,SGE937468867206,Windpark Allrichberg,888,125.4,149.1,,,,
SEE911334193712,50126,6.645556,50.982167,6600,6600,SGE948609518314,WP Bergheim Wiedenfelder H??he - Erweiterung,888,102.5,155,,,,
SEE992618973046,50126,6.6485,50.975833,6600,6600,SGE948609518314,WP Bergheim Wiedenfelder H??he - Erweiterung,888,102.5,155,,,,
SEE947487330643,50126,6.639139,50.978167,6600,6600,SGE948609518314,,888,102.5,155,,,,
SEE985840782487,53949,6.455059,50.379578,6000,6000,,WEA Berk,888,130,175,,,,
SEE939753516752,53949,6.440068,50.38876,6000,6000,,WEA Berk,888,160,175,,,,
SEE972667490619,53949,6.445259,50.392671,6000,6000,,WEA Berk,888,160,175,,,,
SEE942378710122,31515,,,1,1,,PV-Green Wind,888,6,1.5,EEG950563217820,,,
SEE971912292787,37581,10.098383,51.875219,6000,6000,SGE965338916440,"WEA 01, Windpark Dannhausen III",888,166,150,,,,
SEE970016037683,37581,10.102092,51.87361,6000,6000,SGE965338916440,"WEA 02, Windpark Dannhausen III",888,166,150,,,,
SEE907355908992,37581,10.100062,51.8779,6000,6000,SGE965338916440,"WEA 03, Windpark Dannhausen III",888,166,150,,,,
SEE992278932988,54597,6.29215,50.0853,600,600,,Seiwerath,888,60,48,EEG936288678726,,,
SEE969327608156,54597,6.29215,50.0853,600,600,,Seiwerath,888,60,48,EEG921260367866,,,
SEE937393097051,29584,,,1,1,,Carport,888,6,1.5,EEG953196301775,,,
SEE978022098131,77839,,,5.5,5.5,,Windkraftanlage,888,12,4.4,EEG934662605474,,,
SEE928286735167,74629,,,1,1,,Scheunendach,888,3,1.5,EEG918386856732,,,
SEE974111891430,58300,7.3275,51.37944,80,80,,,888,32.5,19.5,EEG946004121917,,,
SEE944882315091,59929,8.49764,51.42253,4200,4200,SGE915479827198,Windkraft Horst GbR,888,,115.71,,,,
SEE916282340751,57319,8.339902,51.051581,6000,6000,SGE995790662081,Winterscheid Energy,888,148,150,,,,
SEE992197164408,57319,8.346083,51.052477,7200,7200,SGE995790662081,Winterscheid Energy,888,164,172,,,,
SEE955993334475,57319,8.350779,51.050487,7200,7200,SGE995790662081,Winterscheid Energy,888,164,172,,,,
SEE959910597028,57319,8.351573,51.056228,4200,4200,SGE995790662081,Winterscheid Energy,888,112,136,,,,
SEE981118259606,71679,,,1,1,,Asperg Windpark 1,888,6,1.5,EEG903762401668,,,
SEE972197475896,21483,10.558994,53.421594,5700,5700,SGE925689305683,Basedow-L??tau,888,105,149,,,,
SEE922593946117,59846,7.991288,51.251378,5600,5600,SGE970762896541,HO Hochsauerland,888,166,162,,,,
SEE969755916335,59846,7.9952,51.248094,5600,5600,SGE970762896541,HO Hochsauerland,888,166,162,,,,
SEE908690188513,59909,8.419049,51.292607,4260,4260,,Wasserfall,888,130.64,138.25,,,,
SEE964917379614,14542,,,1,1,,Windrad,888,,1.5,,,,
SEE929428218029,19386,12.010486,53.536727,4200,4200,SGE942358116173,Windpark Passow,888,169,150,,,,
SEE987752894869,19386,12.01302,53.533725,4200,4200,SGE942358116173,Windpark Passow,888,169,150,,,,
SEE930234352135,19386,12.011349,53.530519,4200,4200,SGE942358116173,Windpark Passow,888,169,150,,,,
SEE979746367374,19386,12.012663,53.527247,4200,4200,SGE942358116173,Windpark Passow,888,169,150,,,,
SEE995282130289,19386,12.016134,53.536553,4200,4200,SGE942358116173,Windpark Passow,888,169,150,,,,
SEE988665562159,19386,12.025378,53.535169,4200,4200,SGE942358116173,Windpark Passow,888,169,150,,,,
SEE998502608131,19386,12.029916,53.533382,4200,4200,SGE942358116173,Windpark Passow,888,169,150,,,,
SEE953819476118,19386,12.035504,53.534082,4200,4200,SGE942358116173,Windpark Passow,888,169,150,,,,
SEE961070355806,7407,11.274002,50.822024,3600,3600,SGE962702137869,Windpark Treppendorf,888,166,136,,,,
SEE960281155915,39418,11.683351,51.877481,6000,6000,SGE997611308642,Windpark F??rderstedt,888,169,162,,,,
SEE907751417692,38372,10.993422,52.187056,6600,6600,SGE942074342641,WP Helmstedter Revier I,888,,,,,,
SEE968118471306,38372,10.994175,52.178725,6600,6600,SGE942074342641,WP Helmstedter Revier I,888,,,,,,
SEE903401293456,39418,11.677274,51.87913,6000,6000,SGE910008053161,F??rderstedt,888,169,162,,,,
SEE908959071877,39418,11.673458,51.875808,6000,6000,SGE910008053161,F??rderstedt,888,169,162,,,,
SEE951179321406,39418,11.678638,51.873973,6000,6000,SGE910008053161,F??rderstedt,888,169,162,,,,
SEE938196024329,39418,11.685257,51.873615,6000,6000,SGE910008053161,F??rderstedt,888,169,162,,,,
SEE964417783461,6429,11.68148,51.870212,6000,6000,SGE910008053161,F??rderstedt,888,169,162,,,,
SEE972259334635,1609,13.372076,51.347102,3600,3600,SGE902829865030,Glaubitz RII,888,166,126,,,,
SEE922795939344,63633,9.355474,50.367511,6000,6000,SGE993788654575,Windpark Birstein,888,169,162,,,,
SEE961566454389,63633,9.346033,50.364779,6000,6000,SGE993788654575,Windpark Birstein,888,169,162,,,,
SEE900477541115,63633,9.341023,50.360207,6000,6000,SGE993788654575,Windpark Birstein,888,169,162,,,,
SEE916036101546,63633,9.359665,50.363991,6000,6000,SGE993788654575,Windpark Birstein,888,169,162,,,,
SEE982942256410,63633,9.350725,50.360412,6000,6000,SGE993788654575,Windpark Birstein,888,169,162,,,,
SEE902554628887,63633,9.349524,50.355784,6000,6000,SGE993788654575,Windpark Birstein,888,169,162,,,,
SEE908941091951,63633,9.36593,50.361417,6000,6000,SGE993788654575,Windpark Birstein,888,169,162,,,,
SEE955661060828,63633,9.361966,50.357742,6000,6000,SGE993788654575,Windpark Birstein,888,169,162,,,,
SEE961187712981,63633,9.356761,50.353514,6000,6000,SGE993788654575,Windpark Birstein,888,169,162,,,,
SEE998097539452,66709,,,2.5,2.5,,PrivatWKA,888,9.8,3.6,EEG979444052664,,,
SEE953903976944,97450,,,0.9,0.9,,Bib-1,888,2.5,1.51,,,,
SEE975755200084,97450,,,0.9,0.9,,Bib-1,888,3,1.51,,,,
SEE932592802970,15868,14.332521,52.067131,6000,6000,SGE903804727275,WP Trebitz,888,165,160,,,,
SEE992478713622,27404,9.309346,53.204621,5530,5530,SGE995827786933,Gyhum-Hesedorf,888,161,158,,,,
SEE916877849348,27404,9.305985,53.201582,5530,5530,SGE995827786933,Gyhum-Hesedorf,888,161,158,,,,
SEE958913939606,27404,9.305027,53.197279,5530,5530,SGE995827786933,Gyhum-Hesedorf,888,161,158,,,,
SEE918146078107,27404,9.310904,53.198531,5530,5530,SGE995827786933,Gyhum-Hesedorf,888,161,158,,,,
SEE907192206237,27404,9.317554,53.19704,5530,5530,SGE995827786933,Gyhum-Hesedorf,888,161,158,,,,
SEE973528413594,15868,14.327083,52.064898,6000,6000,SGE968995847195,WP Trebitz,888,165,160,,,,
SEE982275384743,15868,14.336119,52.063546,6000,6000,SGE903804727275,WP Trebitz,888,165,160,,,,
SEE970830062755,88284,9.654843,47.906998,5500,5500,SGE901244357601,Wolpertswende,888,166.6,160,,,,
SEE960947943054,88284,9.656857,47.903297,5500,5500,SGE991946131920,Wolpertswende,888,166.6,160,,,,
SEE978305346621,81925,,,1,1,,Windenergie,888,12.5,1.5,,,,
SEE964662299687,88284,9.662492,47.897084,5500,5500,SGE989768917853,Wolpertswende,888,166.6,160,,,,
SEE947852361760,88284,9.658509,47.899518,5500,5500,SGE961738031707,Wolpertswende,888,166.6,160,,,,
SEE954649778311,52396,6.561009,50.633123,6000,6000,SGE931049117223,ABO Wind WP Heimbach-Vlatten,888,119,162,,,,
SEE937706292203,52396,6.560843,50.636331,6000,6000,SGE931049117223,ABO Wind WP Heimbach-Vlatten,888,119,162,,,,
SEE930246411127,6268,11.709897,51.366949,4200,4200,SGE919444865673,WP Nemsdorf 3,888,160,138.6,,,,
SEE961975816754,21483,10.557769,53.415245,5700,5700,SGE959586607977,Basedow-L??tau,888,105,149,,,,
SEE911473403376,85658,,,1,1,,Egmating-Ehamostr2-Windrad1,888,,,EEG947433840905,,,
SEE960107271720,7922,11.927985,50.50754,6000,6000,SGE939484104686,Tanna-Unterkoskau,888,169,162,,,,
SEE975456161578,7922,11.929505,50.504774,6000,6000,SGE939484104686,Tanna-Unterkoskau,888,169,162,,,,
SEE923812665321,41363,6.500333,51.061772,4500,4500,SGE986136445635,WP J??chen A44n,888,164,149,EEG977482593842,,,
SEE910255917056,24852,9.306203,54.56443,4200,4200,SGE923813045184,Sollerup,888,80.26,138.25,,,,
SEE960852052858,21483,10.56657,53.422969,5700,5700,SGE923221450839,Basedow-L??tau,888,105,149,,,,
SEE939013328071,21483,10.563846,53.417665,5700,5700,SGE956619179838,Basedow-L??tau,888,105,149,,,,
SEE989465579897,21483,10.56487,53.413561,5700,5700,SGE958366662625,Basedow-L??tau,888,105,149,,,,
SEE906570815993,24852,9.309642,54.56225,4200,4200,SGE972451000970,Sollerup,888,80.26,138.25,,,,
SEE925964668458,24852,9.313969,54.560656,4200,4200,SGE987117492815,Sollerup,888,80.26,138.25,,,,
SEE999234274533,24852,9.311886,54.558056,4200,4200,SGE938994565758,Sollerup,888,80.26,138.25,,,,
SEE975719096098,73340,9.921545,48.627529,7200,7200,SGE930174340483,Schalkstetten Repowering,888,175,172,,,,
SEE955770845149,73340,9.93049,48.627826,7200,7200,SGE959619339493,Schalkstetten Repowering,888,175,172,,,,
SEE972784627561,73340,9.927437,48.624811,7200,7200,SGE991429359452,Schalkstetten Repowering,888,175,172,,,,
SEE948725526385,25358,9.576297,53.810723,4800,4800,SGE963718859233,Gr??nland-Sch??nmoor,888,110,133.2,,,,
SEE991405743596,88630,9.302631,47.877228,5300,5300,SGE907904469431,Trianel WP Pfullendorf,888,161,158,,,,
SEE946691682654,88630,9.301779,47.873228,5300,5300,SGE907904469431,Trianel WP Pfullendorf,888,161,158,,,,
SEE981599845879,88630,9.30608,47.87033,5300,5300,SGE907904469431,Trianel WP Pfullendorf,888,161,158,,,,
SEE967662403658,88630,9.306056,47.86631,5300,5300,SGE907904469431,Trianel WP Pfullendorf,888,161,158,,,,
SEE990399001903,25358,9.571687,53.808993,4800,4800,SGE993779441986,Gr??nland-Sch??nmoor,888,110,133.2,,,,
SEE988367610042,25358,9.577808,53.807948,4800,4800,SGE917987800113,Gr??nland-Sch??nmoor,888,110,133.2,,,,
SEE924150892974,34399,9.687023,51.579389,6000,6000,SGE990650339271,WP Heisebeck,888,166,162,,,,
SEE944518356436,46286,6.921057,51.769343,5560,5560,SGE936997439878,Windpark Dorsten Rhade,888,166.6,160,,,,
SEE930495691554,36391,9.696984,50.302401,6500,6500,SGE926280635520,Winpark Sinntal,888,165,170,,,,
SEE914841005066,15910,13.718939,51.989183,5600,5600,SGE906075205015,Windpark Waldow Repowering II,888,169,150,,,,
SEE954059261649,15910,13.725856,51.987145,5600,5600,SGE942459981922,Windpark Waldow Repowering II,888,169,162,,,,
SEE958433267401,15910,13.729313,51.984386,5600,5600,SGE961906534740,Windpark Waldow Repowering II,888,169,162,,,,
SEE920350737787,15910,13.733428,51.982021,5600,5600,SGE904697272743,Windpark Waldow Repowering II,888,169,162,,,,
SEE929841225543,72108,,,0.6,0.6,,Hei Privat,888,9.5,1.5,EEG922706332660,,,
SEE933707428894,53894,6.607803,50.544579,4260,4260,SGE989154167022,Mechernich-Kallmuth,888,160,138.25,,,,
SEE900662738443,53894,6.611997,50.543694,4200,4200,SGE989154167022,Mechernich-Kallmuth,888,121.87,115.71,,,,
SEE977689082477,25923,8.924984,54.881516,3600,3600,SGE912140101076,B??rgerwindpark S??derl??gum GmbH ??? Co. KG,888,91,116.8,,,,
SEE989931133004,24855,9.405033,54.544489,3600,3600,SGE914381305497,Nordwind J??bek,888,91,116.8,,,,
SEE942799736114,57319,8.425427,51.039738,6000,6000,SGE988683396019,Windpark Ohrenbach,888,169,162,,,,
SEE960917698830,21614,,,7.5,7.5,,Baumschule ??? Gartenbau,888,12,5.3,EEG952506539235,,,
SEE931885626217,6809,12.235905,51.582134,6000,6000,SGE928158698613,F3 Freiheit,888,169,150,,,,
SEE941925942443,9661,13.131166,50.944113,5700,5700,SGE954054428818,Windpark Eulendorf,888,164,163,,,,
SEE915283301150,6809,12.238971,51.57855,6000,6000,SGE931216396574,,888,169,150,,,,
SEE930630553471,9661,13.136089,50.942771,5700,5700,SGE954054428818,Windpark Eulendorf,888,164,163,,,,
SEE955484485389,17209,12.484682,53.330682,6000,6000,SGE944635022887,B?? B??tow,888,167,164,,,,
SEE915557863889,17209,12.491421,53.329484,6000,6000,SGE944635022887,B?? B??tow,888,167,164,,,,
SEE965896783195,17209,12.48651,53.32743,6000,6000,SGE944635022887,B?? B??tow,888,167,164,,,,
SEE940871595253,17209,12.492404,53.326043,6000,6000,SGE944635022887,B?? B??tow,888,167,164,,,,
SEE916857537173,17209,12.485519,53.323093,6000,6000,SGE944635022887,B?? B??tow,888,167,164,,,,
SEE991452247733,17209,12.48581,53.318648,6000,6000,SGE944635022887,B?? B??tow,888,167,164,,,,
SEE937188986164,57319,8.423031,51.035077,6000,6000,SGE988683396019,Windpark Ohrenbach,888,169,162,,,,
SEE987192299729,57319,8.432961,51.033651,6000,6000,SGE988683396019,Windpark Ohrenbach,888,169,162,,,,
SEE959651769678,57319,8.421623,51.031365,6000,6000,SGE988683396019,Windpark Ohrenbach,888,169,162,,,,
SEE954897784508,57319,8.428967,51.030214,6000,6000,SGE988683396019,Windpark Ohrenbach,888,169,162,,,,
SEE932071079329,57319,8.450315,51.045856,6000,6000,SGE988683396019,Windpark Ohrenbach,888,169,162,,,,
SEE922347910241,57319,8.454849,51.042478,6000,6000,SGE988683396019,Windpark Ohrenbach,888,169,162,,,,
SEE946914805068,57319,8.452754,51.0362,6000,6000,SGE988683396019,Windpark Ohrenbach,888,169,162,,,,
SEE931818839912,25923,8.889665,54.892125,3600,3600,SGE997614214162,B??rgerwindpark S??derl??gum GmbH ??? Co. KG,888,91,116.8,,,,
SEE987969835822,34497,8.737819,51.262741,5600,5600,SGE949975275436,Windpark Nieder-Schleidern,888,148,162,,,,
SEE927803744101,16909,12.58063,53.034512,5560,5560,SGE902201698119,Windpark Rossow,888,166.6,160,,,,
SEE956448359593,34497,8.740528,51.260166,5600,5600,SGE949975275436,Windpark Nieder-Schleidern,888,148,162,,,,
SEE936801457098,34497,8.748094,51.260408,5600,5600,SGE949975275436,Windpark Nieder-Schleidern,888,148,162,,,,
SEE990295778053,16909,12.575358,53.036761,5560,5560,SGE902201698119,Windpark Rossow,888,166.6,160,,,,
SEE904699363302,9514,,,1,1,,Windrad 1,888,8,1.5,EEG967430297366,,,
SEE918843840151,9514,,,1,1,,Windrad 2,888,8,1.5,EEG938798083472,,,
SEE985030215450,26810,7.408049,53.118305,80,80,,Kl??rwerk Steenfelde,888,29.5,17.2,EEG985903432656,,,
SEE990392354037,59929,,,1,1,,Haus,888,,1.5,EEG917684858530,,,
SEE942660206562,89143,,,1,1,,,888,8.98,1.509,EEG904499899056,,,
SEE986187847938,24647,9.869665,54.066902,4200,4200,SGE945048642839,Wasbek-Ehndorf,888,125,150,,,,
SEE933333300267,24647,9.876643,54.065944,4200,4200,SGE988444857858,Wasbek-Ehndorf,888,125,150,,,,
SEE940981549627,24647,9.867768,54.062395,4200,4200,SGE923432495605,Wasbek-Ehndorf,888,125,150,,,,
SEE956597178199,24647,9.874658,54.061626,4200,4200,SGE942421025791,Wasbek-Ehndorf,888,125,150,,,,
SEE967563850865,24647,9.867873,54.058664,4200,4200,SGE981106290680,Wasbek-Ehndorf,888,125,150,,,,
SEE913867547147,24643,10.08094,53.852549,6000,6000,SGE995022366565,WP Stuvenborn WEA 3,888,125,150,,,,
SEE928329152807,15938,13.482901,51.963243,6600,6600,SGE961121560166,Windpark Mahlsdorf 2,888,165,170,,,,
SEE999135564092,4617,,,6.5,6.5,SGE913669030540,"Antaris 6,5",888,15.5,5.3,EEG942692148205,,,
SEE935512232420,15938,13.472049,51.96607,6600,6600,SGE961121560166,Windpark Mahlsdorf 2,888,165,170,,,,
SEE966500140458,23936,11.069269,53.841622,6000,6000,SGE940959738732,WH Westliches H??gelland,888,169,162,,,,
SEE986697966358,15938,13.465608,51.96925,6600,6600,SGE961121560166,Windpark Mahlsdorf 2,888,165,170,,,,
SEE951445745073,23936,11.070292,53.838332,6000,6000,SGE940959738732,WH Westliches H??gelland,888,169,162,,,,
SEE955179874634,15938,13.462813,51.962848,6600,6600,SGE961121560166,Windpark Mahlsdorf 2,888,165,170,,,,
SEE989409600137,15938,13.45458,51.962704,6600,6600,SGE961121560166,Windpark Mahlsdorf 2,888,165,170,,,,
SEE995497203938,23936,11.082975,53.846113,6000,6000,SGE940959738732,WH Westliches H??gelland,888,169,162,,,,
SEE953494672737,15938,13.458747,51.966814,6600,6600,SGE961121560166,Windpark Mahlsdorf 2,888,165,170,,,,
SEE965455714370,23936,11.087189,53.843721,6000,6000,SGE940959738732,WH Westliches H??gelland,888,169,162,,,,
SEE951406116164,15938,13.452793,51.969784,6600,6600,SGE961121560166,Windpark Mahlsdorf 2,888,165,170,,,,
SEE911523512607,4668,12.92093,51.232608,5560,5560,SGE982351802406,JES 01 - E160 EP5 E3,888,166.6,160,,,,
SEE984738690941,33161,8.574163,51.839968,5700,5700,SGE942566319175,WP H??velhof,888,118,163,,,,
SEE911836198277,25923,8.90491,54.897447,3600,3600,SGE997837892512,Grenzstrom B??rgerwind GmbH ??? Co. KG,888,91,116.8,,,,
SEE994844387901,49696,7.822446,52.902777,80,80,,Wind,888,40,11,EEG962031647480,,,
SEE934026467786,59494,8.149959,51.567754,4260,4260,SGE903291886257,Soest Opm??nden,888,160,138.25,,,,
SEE942345592256,17291,13.968727,53.344427,5300,5300,SGE962661830863,DR Drense,888,161,158,,,,
SEE986188767600,17291,13.966622,53.340795,5300,5300,SGE962661830863,DR Drense,888,161,158,,,,
SEE946123354227,17291,13.961597,53.338064,5300,5300,SGE962661830863,DR Drense,888,161,158,,,,
SEE989616239137,48720,7.296833,52.013471,6000,6000,SGE931169585131,Rosendahl Oberdarfeld,888,167,164,,,,
SEE965369501295,54597,6.382691,50.287015,5700,5700,SGE939812920681,ABO Wind WP Roth,888,164,149,,,,
SEE960739363329,48720,7.285497,52.011363,6000,6000,SGE931169585131,Rosendahl Oberdarfeld,888,167,164,,,,
SEE939822460399,36326,9.210483,50.796658,4500,4500,SGE933237827075,WP Vockenrod,888,164,149,,,,
SEE911288201969,48720,7.286403,52.007448,6000,6000,SGE931169585131,Rosendahl Oberdarfeld,888,167,164,,,,
SEE951983342727,36326,9.205367,50.797926,4500,4500,SGE933237827075,WP Vockenrod,888,164,149,,,,
SEE900671091393,18276,12.214906,53.870228,6200,6200,SGE969944438716,WP Bredentin 2,888,117,162,,,,
SEE968029316048,54597,6.390129,50.290655,5700,5700,SGE939812920681,ABO Wind WP Roth,888,164,149,,,,
SEE991782659589,34513,8.95943,51.224559,5560,5560,SGE999840758151,Windpark V??hl,888,166.6,160,,,,
SEE980579917902,34516,8.965464,51.218339,5560,5560,SGE999840758151,Windpark V??hl,888,166.6,160,,,,
SEE977770763063,34516,8.968903,51.214878,5560,5560,SGE999840758151,Windpark V??hl,888,166.6,160,,,,
